data,dia_fechado,transacoes_batidas,transacoes_pendentes,valor_batido,valor_pendente
2025-03-01,False,0,139,0.0,20289.57
2025-03-02,False,0,89,0.0,10963.659999999998
2025-03-03,False,0,116,0.0,17075.41
2025-03-04,False,0,157,0.0,14049.530000000002
2025-03-05,False,0,170,0.0,21995.89
2025-03-06,False,0,114,0.0,16977.36
2025-03-07,False,0,155,0.0,25931.93
2025-03-08,False,0,87,0.0,8886.19
2025-03-09,False,0,105,0.0,10459.11
2025-03-10,False,0,107,0.0,21900.429999999997
2025-03-11,False,0,90,0.0,19617.48
2025-03-12,False,0,110,0.0,22881.240000000005
2025-03-13,False,0,90,0.0,17491.300000000003
2025-03-14,False,0,110,0.0,20448.750000000007
2025-03-15,False,0,107,0.0,12463.35
2025-03-16,False,0,77,0.0,5657.7
2025-03-17,False,0,92,0.0,16458.8
2025-03-18,False,0,91,0.0,16475.710000000003
2025-03-19,False,0,108,0.0,24530.910000000003
2025-03-20,False,0,91,0.0,19095.32
2025-03-21,False,0,112,0.0,22688.21
2025-03-22,False,0,101,0.0,14564.35
2025-03-23,False,0,83,0.0,7257.59
2025-03-24,False,0,121,0.0,26174.33
2025-03-25,False,0,84,0.0,22781.78
2025-03-26,False,0,93,0.0,21262.539999999997
2025-03-27,False,0,79,0.0,13084.229999999998
2025-03-28,False,0,114,0.0,19398.460000000003
2025-03-29,False,0,63,0.0,9300.54
2025-03-30,False,0,90,0.0,7957.31
2025-03-31,False,0,86,0.0,23716.310000000005
2025-04-01,False,0,92,0.0,21625.4
2025-04-02,False,0,84,0.0,20343.11
2025-04-03,False,0,99,0.0,18193.97
2025-04-04,False,0,120,0.0,24212.68
2025-04-05,False,0,107,0.0,16066.369999999995
2025-04-06,False,0,79,0.0,6428.099999999999
2025-04-07,False,0,101,0.0,29713.83
2025-04-08,False,0,97,0.0,21097.710000000003
2025-04-09,False,0,92,0.0,18621.51
2025-04-10,False,0,87,0.0,16894.13
2025-04-11,False,0,102,0.0,18167.550000000007
2025-04-12,False,0,96,0.0,9397.67
2025-04-13,False,0,73,0.0,6868.360000000001
2025-04-14,False,0,97,0.0,26046.1
2025-04-15,False,0,115,0.0,22678.66
2025-04-16,False,0,131,0.0,31146.520000000004
2025-04-17,False,0,134,0.0,26790.79
2025-04-18,False,0,102,0.0,13914.399999999998
2025-04-19,False,0,72,0.0,11142.29
2025-04-20,False,0,84,0.0,9437.4
2025-04-21,False,0,100,0.0,16045.73
2025-04-22,False,0,83,0.0,24355.67
2025-04-23,False,0,98,0.0,23143.79
2025-04-24,False,0,92,0.0,20977.710000000003
2025-04-25,False,0,129,0.0,29605.79
2025-04-26,False,0,85,0.0,20122.42
2025-04-27,False,0,64,0.0,5936.77
2025-04-28,False,0,3,0.0,1089.77
